,Date,ID,url,username,source,location,tweet,num of likes,num of retweets
2529,2022-12-14 12:52:56+00:00,1603010146472435713,https://twitter.com/nevetsarndt/status/1603010146472435713,nevetsarndt,Twitter Web App,"Berlin, Deutschland","@jansen_hh @BerlinReporter Darf ich Sie so verstehen, dass Sie die Straftaten (Hausfriedensbruch, Sachbeschädigung, Gefährlicher Eingriff in den Flugverkehr, Manipulation an Notventilen von Ölleitungen) am laufenden Band der #LetzteGeneration gutheißen bzw. zumindest verharmlosen wollen?",1,0
2530,2022-12-14 12:52:13+00:00,1603009967367372802,https://twitter.com/DanielKinski/status/1603009967367372802,DanielKinski,Twitter for iPhone,Dübener Heide,"@OrthoDel Wo ist die #LetzteGeneration , wenn man sie wirklich dringend braucht.",7,0
2531,2022-12-14 12:51:37+00:00,1603009818784038912,https://twitter.com/MDGeist1986/status/1603009818784038912,MDGeist1986,Twitter for Android,,"@Avhiren @M_Ostermann @CaroRackete @AufstandLastGen aber genau das was du da grade beschreibst, werte vorgeben und politisches handeln vorschreiben, betreibt #LetzteGeneration und ist ziel der aktionen. dafür werden andere menschen drangsaliert und gefährdet.",0,0
2532,2022-12-14 12:50:25+00:00,1603009512964866051,https://twitter.com/PaulKer93590076/status/1603009512964866051,PaulKer93590076,Twitter for iPhone,,@SophieLuettich Gegenüber #Klimakleber ist dieses Fahrzeug wirklich hilfreich. Vor allem mit Kuhfänger an der Front…,0,0
2533,2022-12-14 12:49:37+00:00,1603009314733572096,https://twitter.com/bund_hh/status/1603009314733572096,bund_hh,Twitter Web App,Hamburg,"Die #LetzteGeneration zeigt mit Klebstoff &amp; Kartoffelpü das Versagen der Klimapolitik auf, ja. Radikale Forderungen? Fehlanzeige. Wo bleibt die inhaltliche Auseinandersetzung der Politik damit?",6,3
2534,2022-12-14 12:48:55+00:00,1603009135901130754,https://twitter.com/DieMuenchnerin/status/1603009135901130754,DieMuenchnerin,Twitter Web App,"München, Bayern","@Alpha64395540 @ButzLachmann @AufstandLastGen Es wird keiner sagen können, die #LetzteGeneration hätte nicht davor gewarnt. #Politikversagen #Klimakatastrophe #Klimawandel 
#Kinshasa 14.12.2022 Verzweifelte Menschen:
https://t.co/uoAyP0nnqi",0,0
2535,2022-12-14 12:48:30+00:00,1603009030808559617,https://twitter.com/manuelaforster/status/1603009030808559617,manuelaforster,Twitter Web App,Austria,"Ich bin sicher, die Kartellmedien sind auf den Fall der EU so gut vorbereitet wie auf die PR-Begleitung der #Klimakleber. Nicht, dass ihnen die Worte fehlen wenn's #Boom macht, und die Bildschirme leer bleiben. #DrayningTheSwamp #DarkToLight",8,2
2536,2022-12-14 12:47:22+00:00,1603008746829094914,https://twitter.com/PaulKer93590076/status/1603008746829094914,PaulKer93590076,Twitter for iPhone,,@ChristphWalter @HamidaKhatip #ClimateChurch #fff #Klimakleber #Klimaterroristen https://t.co/r3E7HVpN0C,2,1
2537,2022-12-14 12:47:16+00:00,1603008720912502784,https://twitter.com/KarolusRex3/status/1603008720912502784,KarolusRex3,Twitter Web App,,"Krass wie kan mna so behindert sein und nach Gestern sowas Posten ? Dazu frage ich mich auch ob der Kleber auch nicht umweltschädlich ist...
Dazu ist Heute auch noch Großrazzia gegen Al-Zein-Clan. #LetzteGeneration #letzteDegeneration https://t.co/jO5B96sdzS",4,0
2538,2022-12-14 12:46:22+00:00,1603008494151634945,https://twitter.com/trebbianos/status/1603008494151634945,trebbianos,Twitter for Android,In der Mitte des Lebens,"@cducsubt @_FriedrichMerz Womit denn sonst? Hättet Ihr in den letzten 16 Jahren Eueren Job gemacht, statt jeglichen Fortschritt aus protektionistischen Gründen zu blockieren, könnten die Leute von #lastgeneration #endegelände und anderen gemütlich in Hörsälen und Seminaräumen sitzen, statt zu frieren.",0,0
2539,2022-12-14 12:45:12+00:00,1603008203528306688,https://twitter.com/Kricke1905/status/1603008203528306688,Kricke1905,Twitter for Android,,#LetzteGeneration https://t.co/l0z2eGoO9p https://t.co/owqHiDP5uC,5,0
2540,2022-12-14 12:45:09+00:00,1603008188344934407,https://twitter.com/FoxMulder944/status/1603008188344934407,FoxMulder944,Twitter Web App,,"An diese falschen Propheten glauben unsere #Klimakleber #Klimaterroristen und #Fridaysforfuture Kiddies. THIRTEEN YEARS AGO TODAY, AL GORE PREDICTED THE NORTH POLE WOULD BE “COMPLETELY ICE FREE WITHIN THE NEXT FIVE YEARS. #AlGore #Klimaschwindel     https://t.co/EtxBQHPNMK",0,0
2541,2022-12-14 12:42:26+00:00,1603007507399598081,https://twitter.com/Gerald555333/status/1603007507399598081,Gerald555333,Twitter for Android,Wien,"#Klimakleber #letzteDegeneration 

Jetzt bei Minusgraden, Bitte den Asphalt schlecken bis ihr festklebt.

Danke.

Sparsam und umweltfreundlich sein, heisst Kleber sparen, und keine Chemieprodukte zu testen.

#diegruenen #gruenermist",2,1
2542,2022-12-14 12:41:58+00:00,1603007388088500226,https://twitter.com/Betelge86077904/status/1603007388088500226,Betelge86077904,Twitter for iPad,Bavaria,"@georgrestle @BVerfG Wer denkt, Straftaten wären nicht zu verfolgen, weil sie unter dem Deckmäntelchen „Klima“ geschehen, hat die gleiche fragwürdige Rechtsauffassung wie #Reichsbürger.

#LetzteGeneration #letzteDegeneration",0,0
2543,2022-12-14 12:38:55+00:00,1603006620593946624,https://twitter.com/lukas_iff/status/1603006620593946624,lukas_iff,Twitter for iPhone,Bodensee,Nein. Offensichtlich nein. Auch nein. 🤷🏻‍♂️ #LetzteGeneration #Klimakrise #Klimaaktivisten https://t.co/4VaR77gJAP,2,0
2544,2022-12-14 12:38:47+00:00,1603006587223916547,https://twitter.com/holgerschindler/status/1603006587223916547,holgerschindler,Twitter Web App,Freiburg im Breisgau,"@micha_bloss Der Zweck heiligt nicht die Mittel. Und selbst wenn man den Zweck als bedeutsam und erstrebenswert erachten würden, was ich nicht tue, sind die Aktionen von #lastgeneration sinnlos...

Sie handeln kriminell und irre - und dabei gefährden Sie auch noch unbeteiligte Dritte.",2,0
2545,2022-12-14 12:37:27+00:00,1603006250488315905,https://twitter.com/IrieTerraces/status/1603006250488315905,IrieTerraces,Twitter for Android,,"@erik_fluegge Die #LetzteGeneration indirekt dafür verantwortlich machen zu wollen, dass die Politik einen Scheiß gegen den drohenden Klimakollaps unternimmt, ist genau so ein Bullshit-Argument wie z.B. Geflüchtete als Grund für ansteigenden Rechtsextremismus zu benennen.",1,0
2546,2022-12-14 12:33:55+00:00,1603005360901689345,https://twitter.com/AlexausMV/status/1603005360901689345,AlexausMV,Twitter Web App,Germany,"#Klimakleber mussten feststellen, dass man sich bei Eisglätte nicht festkleben kann. Wie dumm sind die eigentlich?

https://t.co/CXSEX0zrvf",0,0
2547,2022-12-14 12:33:05+00:00,1603005154952941569,https://twitter.com/StiedeAnna/status/1603005154952941569,StiedeAnna,Twitter Web App,,"Wer ist hier nochmal kriminell??
#LastGen #lastgeneration https://t.co/FbMReCFj4p",0,0
2548,2022-12-14 12:31:49+00:00,1603004832461328389,https://twitter.com/heino_matthies/status/1603004832461328389,heino_matthies,Twitter for Android,,Es wird wegen Störung öffentlicher Betriebe ermittelt sie Clown! @georgrestle #letztegeneration https://t.co/FZ9ngrTyqs,0,0
2549,2022-12-14 12:27:00+00:00,1603003621632888832,https://twitter.com/Lotharou812/status/1603003621632888832,Lotharou812,Twitter Web App,"48.195313,11.520431","@MXPichl Die politischen Ziele der #RAF waren aus ihrer Sicht mindestens so ehrenwert wie die, die die #LastGeneration für sich beantragt. 
Also ist Ihre Einschätzung sehr einseitig. Für mich ist jeder, der sich auf Straßen und Landebahnen klebt, ein #Klimaterrorist.",0,0
2550,2022-12-14 12:26:47+00:00,1603003567698284544,https://twitter.com/gerhardschwar11/status/1603003567698284544,gerhardschwar11,Twitter for Android,"Berlin, Germany","Wer Jugendliche, die ihren Hintern an
Asphalt kleben, sprengen möchte und
bewaffnete #Reichsbürger weglächeln 
will, muss mal dringend seine eigenen
Massstäbe überprüfen lassen...
#lastgeneration",45,11
2551,2022-12-14 12:25:03+00:00,1603003133122183168,https://twitter.com/HolgerKran/status/1603003133122183168,HolgerKran,Twitter Web App,Die Runkelrübe im Norden,"https://t.co/wpd7klcBQ5
Deutschland ist wohl Weltmeister beim erfinden bekloppter Begriffe. Klebe-Versammlung? Habt ihr einen an der Waffel?
 #LetzteGeneration
#Bullshit #Klima",0,0
2552,2022-12-14 12:24:36+00:00,1603003016415780864,https://twitter.com/Nasobeem/status/1603003016415780864,Nasobeem,Twitter for iPhone,Deutschland,"@MXPichl Diese #LetzteGeneration ist psychisch desorientiert und hat den festen Willen, gegen Recht und Ordnung zu verstoßen und Straftaten zu begehen, um Forderungen durchzusetzen. Eine Klimakrise oder wie von denen noch gesteigert Klimakatastrophe genannt gibt es nicht.",5,1
2553,2022-12-14 12:23:41+00:00,1603002785255104513,https://twitter.com/borstel_v/status/1603002785255104513,borstel_v,Twitter for Android,Winterfell,@nikitheblogger Die nennen sich @nikitheblogger  🙄🫤 #LetzteGeneration,0,0
2554,2022-12-14 12:23:16+00:00,1603002682473844737,https://twitter.com/wernertwitt/status/1603002682473844737,wernertwitt,Twitter for Android,"Berlin, Germany","Selbst das Klima verschwört sich gegen die Klimaterroristen. 🌧🌨😂
#Klimakleber #Klimaaktivisten https://t.co/yAkTH6NZLb",2,0
2555,2022-12-14 12:22:08+00:00,1603002396942413824,https://twitter.com/duisblog/status/1603002396942413824,duisblog,Twitter Web App,Duisburg,"Interessant, wie viele Leute sich über #Nötigung der #LetzteGeneration aufregen, ohne selber jemals im Stau gestanden zu haben, aber die Zerstörung der Lebensgrundlage des Planeten (auch ihrere eigenen) durch Wirtschaft und Politik als in völlig Ordnung hinnehmen. #BigotteScheiße",0,0
2556,2022-12-14 12:20:11+00:00,1603001905612996608,https://twitter.com/Nailfreak1/status/1603001905612996608,Nailfreak1,Twitter for iPad,"Bayern, Deutschland","Aktivisten überschütteten sich offenbar mit Kleister

Und #OBI macht Schleichwerbung. 🤡 #Klimakleber #KleberBaumarkt #LetzteGeneration https://t.co/QaB3FA5FQW",0,0
2557,2022-12-14 12:19:59+00:00,1603001854354497536,https://twitter.com/KlimaMonster/status/1603001854354497536,KlimaMonster,Twitter Web App,Small hot planet.,"Transkription eines hr-info Radiointerviews mit dem Politikwissenschaftler Prof. Dr. Thomas Kliche zum Thema „#LetzteGeneration als #kriminelleVereinigung“, vom 14.12.2022 | Teil 2 https://t.co/uMz2VzOtJe",0,0
2558,2022-12-14 12:19:09+00:00,1603001644954062848,https://twitter.com/MoritzBoell/status/1603001644954062848,MoritzBoell,Twitter for Android,"Köln, Deutschland","Wir dürfen nicht auf FDP, CDU &amp; AfD reinfallen. Die Kriminalisierung von #Klimaaktivisten durch diese Leute hat System. Polarisierung &amp; Spaltung sollen die Reihen hinter Konservativen einen. #Klimagerechtigkeit geht nur gesamtgesellschaftlich, zum Wohle aller! #LetzteGeneration https://t.co/snXeXWdpYD",0,0
2559,2022-12-14 12:19:03+00:00,1603001619813380096,https://twitter.com/bp_haas/status/1603001619813380096,bp_haas,Twitter Web App,🇩🇪,Ist die Partei #DieGrünen nichts anderes als der politische Arm einer (mutmaßlichen) kriminellen Vereinigung? #Klimakleber #LetzteGeneration #LastGen,0,0
2560,2022-12-14 12:17:48+00:00,1603001304695160839,https://twitter.com/KlimaMonster/status/1603001304695160839,KlimaMonster,Twitter Web App,Small hot planet.,"Transkription eines hr-info Radiointerviews mit dem Politikwissenschaftler Prof. Dr. Thomas Kliche zum Thema „#LetzteGeneration als #kriminelleVereinigung“, vom 14.12.2022 | Teil 1 https://t.co/MTryMg4eE0",6,2
2561,2022-12-14 12:17:47+00:00,1603001302207942657,https://twitter.com/Amnoises80/status/1603001302207942657,Amnoises80,Twitter for iPhone,"Dortmund, Deutschland","@vdg007 @AufstandLastGen @Markus_Soeder Na dann lasst es uns weiter ignorieren, heult aber auch nicht rum, wenn in Ahrweiler die Dörfer überflutet werden und Menschen ertrinken. Und sagt niemals, es hätte niemand gesagt, zudem ist #LetzteGeneration kein nationales Phänomen, die Kids der Welt tun etwas…",0,0
2562,2022-12-14 12:17:20+00:00,1603001190572523521,https://twitter.com/KoelleForFuture/status/1603001190572523521,KoelleForFuture,Twitter for Android,Köln,"@Bundeskanzler Wir haben selten ein so altruistisches ehrenamtliches Engagement für Demokratie, Sicherheit und Zukunft gesehen wie das der #LetzteGeneration. Bitte fördern!",5,1
2563,2022-12-14 12:17:12+00:00,1603001154908168193,https://twitter.com/GoscheUff/status/1603001154908168193,GoscheUff,Twitter for Android,,@MXPichl Ihr Tweet müsste gelöscht werden. Der #Polizei und #Staatsanwaltschaft politisches Handel vorzuwerfen ist totaler Blödsinn. Die #LetzteGeneration begeht Straftaten. Wir sind hier nicht im  Iran.,1,0
2564,2022-12-14 12:15:07+00:00,1603000633069633538,https://twitter.com/raubervater/status/1603000633069633538,raubervater,Twitter for iPhone,Germany,"@_FriedrichMerz Na welche ermittlungstechnischen Erkenntnisse da wohl zutage kommen?
Soweit ich das mitbekomme, machen die #lastgeneration alles öffentlich, angekündigt und klar erkennbar. Und ob da eine Straftat vorliegt, sollen Gerichte entscheiden. Nicht mäßig erfolgreiche Manager.",1,0
2565,2022-12-14 12:13:44+00:00,1603000282664910850,https://twitter.com/femMan_nya/status/1603000282664910850,femMan_nya,Twitter Web App,behind you darling,@CaroRackete @AufstandLastGen Dieselbe Volle Solidarität von mir zur #letzteGeneration,0,0
2566,2022-12-14 12:13:11+00:00,1603000145888550913,https://twitter.com/WHodenkobold/status/1603000145888550913,WHodenkobold,Twitter Web App,Überall und nirgendwo,"Seit 2J beobachtet das #Terrorabwehrzentrum die @Aufstandlastgen bereits und trotzdem terrorisieren die #Klimakleber die Bevölkerung jeden Tag? Was machen die in diesem Zentrum den lieben langen Tag? Terrorabwehr ja anscheinend nicht.

 #Klimakatastrophe

https://t.co/gMGF65wbQd",0,0
2567,2022-12-14 12:12:50+00:00,1603000057741168642,https://twitter.com/SaniNetzwerkHam/status/1603000057741168642,SaniNetzwerkHam,Twitter for iPhone,"Hamburg, Deutschland",#LetztenGeneration #Klimaschutz #Klimawandel #Klimakrise #lastgeneration,3,0
2568,2022-12-14 12:12:48+00:00,1603000049499508738,https://twitter.com/christsozial/status/1603000049499508738,christsozial,Twitter for Android,,Die #LetzteGeneration ist viel zu schwach um eine RAF 2.0 zu gründen.,0,0
2569,2022-12-14 12:12:44+00:00,1603000031849611265,https://twitter.com/sc78483467/status/1603000031849611265,sc78483467,Twitter Web App,,"Volle Zustimmung!
#Letztegeneration #Verkehrswende https://t.co/yunXBbTBzo",0,0
2570,2022-12-14 12:12:37+00:00,1603000002623799297,https://twitter.com/Karlkaefer256/status/1603000002623799297,Karlkaefer256,Twitter for iPhone,,Was weder die Kleber #LetzteGeneration noch ihre Ökokommie-Fangirls verstanden haben: bei einem 2% Anteil Deutschlands ist die Beinflussbarkeit des Weltklimas ziemlich gering. Lehnt euch also entspannt zurück oder nennt eure wahren kommunistischen Ziele.,0,0
2571,2022-12-14 12:12:21+00:00,1602999934898290688,https://twitter.com/Odines3/status/1602999934898290688,Odines3,Twitter for Android,Asgard ,"@derscharfekanal @SophieLuettich Meinst du mit Unebenheiten in den Straßen von Berlin,
die #Klimaterroristen und
die #letzteDegeneration die sich wiederholt klimaschädlich festkleben.
Ich könnte mich mir vorstellen, das 
so eine Monsterkutsche, beim erzwungen Halten durch die #Klimakleber erheblich CO2
ausstoßen",0,0
2572,2022-12-14 12:12:08+00:00,1602999880578109444,https://twitter.com/wernerkeil/status/1602999880578109444,wernerkeil,Twitter Web App,Europe,"@AmnestyDdorf Sind bei #LetzteGeneration jetzt auch #Rentner tätig, oder war die #Hausdurchsuchung bei der falschen Tür?🤔 #WirAllesinddieLetzteGeneration #Reichsbürger",1,0
2573,2022-12-14 12:11:44+00:00,1602999779419918336,https://twitter.com/holle_fraulein/status/1602999779419918336,holle_fraulein,Twitter for iPhone,,"+++ E I L M E L D U N G +++

Namensänderung nach Durchbruch bei der #Kernfusion.

Die #LetzteGeneration nennt sich seit heute #EineGeneration.

+++ E I L M E L D U N G +++",1,0
2574,2022-12-14 12:11:26+00:00,1602999704744329217,https://twitter.com/Sentenzomat/status/1602999704744329217,Sentenzomat,Twitter Web App,Ruhrgebiet,"Der orthodoxe Geistliche Waleri Burkow trägt eine Burka. Wie der Name schon sagt. Sehr orthodox!
#Schnee #Messi #LetzteGeneration #Vereinigung #Kernfusion https://t.co/Q9FbXFvVeI",0,0
2575,2022-12-14 12:10:11+00:00,1602999391324979201,https://twitter.com/ClausHecking/status/1602999391324979201,ClausHecking,Twitter Web App,dju.social/@ClausHecking,Und das Bundesverfassungsgericht sagt noch mehr... #LetzteGeneration https://t.co/3s3mGp6j6M https://t.co/yEuzXORghs,3,6
2576,2022-12-14 12:08:28+00:00,1602998957365465088,https://twitter.com/holger_moller/status/1602998957365465088,holger_moller,Twitter for Android,Mainz/Wiesbaden,"... Es ist fünf vor zwölf – wir können nicht warten, bis die Deiche brechen. Ich versinke lieber jetzt in Kleber, als in drohenden Flutkatastrophen.”
Antonia Vollbrecht, #LetzteGeneration
2/2",0,0
2577,2022-12-14 12:07:07+00:00,1602998616754475011,https://twitter.com/Timtam792687961/status/1602998616754475011,Timtam792687961,Twitter for Android,"Frankfurt am Main, Deutschland","@3f846bafe930438 @Derkrankegedank @tagesschau Es geht um die Verhältnismäßigkeit der vorab genannten Vorwürfe gehen die #LetzteGeneration
https://t.co/wHD3he7r1G",0,0
2578,2022-12-14 12:05:29+00:00,1602998206358601732,https://twitter.com/anerpolytropos/status/1602998206358601732,anerpolytropos,Twitter for Android,,"Eine Gruppe, die zum Ziel hat, regelmäßig Infrastruktur zu beeinträchtigen und das auch schon seit Jahren wiederholt überall in Deutschland durchführt, muss mit Konsequenzen rechnen.
#LetzteGeneration, heult offline.",1,0
2579,2022-12-14 12:03:04+00:00,1602997597635244032,https://twitter.com/al3onwaan/status/1602997597635244032,al3onwaan,Twitter for Android,Kuwait,"#فرنسا: العشرات من #متطرفي_محاربة_التغير_المناخي  #LetzteGeneration يهجمون على #مصنع للأسمنت.. قرب #مارسيليا

- بسبب دور #الأسمنت في #التغير_المناخي https://t.co/I0N5rWlvfe",0,0
2580,2022-12-14 12:02:06+00:00,1602997355640496128,https://twitter.com/emojizedcom/status/1602997355640496128,emojizedcom,WP Plugin Dev Com,"Zurich, Switzerland","#Klimaaktivisten, #Klimakleber sind spinner!💻 Projekt #Narrativ ändern https://t.co/rTZ9tEZUCy",0,0
2581,2022-12-14 12:01:58+00:00,1602997322425704451,https://twitter.com/benjamin_stork/status/1602997322425704451,benjamin_stork,Twitter Web App,Germany,"Die Mehrheit zerstört gerade mit ihrer Lebensweise ihre Lebensgrundlage. Und Sie sperren junge Menschen ein, die darauf aufmerksam machen. Wie passt das damit zusammen, dass Sie die Menschen manchmal vor sich selbst beschützen müssen? #Klimakatastrophe #LetzteGeneration",52,3
2582,2022-12-14 12:01:29+00:00,1602997200069566464,https://twitter.com/mariae_gloria/status/1602997200069566464,mariae_gloria,Twitter Web App,,"Liebes @RTL_com , statt der Homestory von den faden #LetzteGeneration Damen bitte nächstes Mal eine aus der Küche von #Clan Mitgliedern. 
#RTL #Punkt12 https://t.co/qBG3KUzs2A",4,0
2583,2022-12-14 12:01:06+00:00,1602997102895943680,https://twitter.com/IndiCannArabica/status/1602997102895943680,IndiCannArabica,Twitter for Android,"München, Bayern","#LetzteGeneration ist keine ""kriminelle Vereinigung"".
Im Gegensatz zur🚦wollen #Klimaaktivisten lebenswerte Bedingungen auf Erden erhalten. 
Menschen, die dringend notwendigen #Klimaschutz fordern, zu dem die Regierung verpflichtet ist, werden zu Kriminellen gemacht.
Wahnsinn!!",14,2
2584,2022-12-14 11:59:16+00:00,1602996642369740800,https://twitter.com/KaliYogah/status/1602996642369740800,KaliYogah,Twitter for Android,,"#LetzteGeneration
#Meeresspiegel 
#Klimawahnsinn 
#Hysterie 

https://t.co/Z9ClJLHfaX https://t.co/nZ9lxkQiPe",0,0
2585,2022-12-14 11:58:53+00:00,1602996545263226884,https://twitter.com/Jabuch2/status/1602996545263226884,Jabuch2,Twitter for Android,"Bingen am Rhein, Deutschland","Niemand soll später sagen: Es hat uns keiner gewarnt! Klimawandel trifft uns alle. 
#lastgeneration https://t.co/7i733B0wn1",0,0
2586,2022-12-14 11:58:22+00:00,1602996416678428674,https://twitter.com/verstehbahnhof/status/1602996416678428674,verstehbahnhof,Twitter for Android,"Fürstenberg/Havel, Deutschland","Die #LetzteGeneration agiert, wie so manch andere auch die etwas verändern oder verbessern wollen, an der Schnittstelle von gesetzlichem Unrecht und ungesetzlichem Recht. Volle #solidarität, lasst Euch nicht einschüchtern oder beeindrucken.",13,4
2587,2022-12-14 11:57:22+00:00,1602996163434942465,https://twitter.com/AnPa86848396/status/1602996163434942465,AnPa86848396,Twitter for Android,,@MarcoBuschmann Fast jedes Wochenende gibt es eine Messerstecherei in Köln. Aber die Politik sorgt sich ja das besetzte @LuetziBleibt und #Klimakleber,0,0
2588,2022-12-14 11:57:15+00:00,1602996137069355009,https://twitter.com/berlinerzeitung/status/1602996137069355009,berlinerzeitung,Echobox,"Berlin, Deutschland",In München überschütteten sich Aktivisten mit Kleister und kündigten eine große Aktion für die kommende Woche an. #LetzteGeneration https://t.co/Rj5IMWPIJ2,4,3
2589,2022-12-14 11:55:07+00:00,1602995597702750209,https://twitter.com/Schwaebli1/status/1602995597702750209,Schwaebli1,Twitter for Android,,"SUVs sind in Berlin und anderen Großstädten wieder  absolut ""in"". Es gibt einfach keinen besseren Weg problemlos über Klimakleber hinweg zu fahren!
#lastgeneration",48,7
2590,2022-12-14 11:54:36+00:00,1602995469910769667,https://twitter.com/inin_gr/status/1602995469910769667,inin_gr,Jetpack.com,,"«Last Generation»: Υποπτοι για σύσταση εγκληματικής οργάνωσης οι ακτιβιστές για το κλίμα

#lastgeneration #inin #iningr #οργανωση https://t.co/gnstIXRVzD",0,0
2591,2022-12-14 11:54:29+00:00,1602995439204274177,https://twitter.com/BergithSeefeld/status/1602995439204274177,BergithSeefeld,Twitter for iPhone,Frankfurt am Main,"@LamyaKaddor Tut bitte noch viel mehr gegen rechts. Es ist die einzig wahre Bedrohung für unsere bunte, offene Demokratie. Amnestie für #LetzteGeneration, AfD- und FDP-Verbot, sowie Impfpflicht für alle, damit unser Rechtsstaat so stark bleibt, wie er ist 💚",8,1
2592,2022-12-14 11:53:30+00:00,1602995192831041537,https://twitter.com/florianpeil/status/1602995192831041537,florianpeil,Twitter Web App,Berlin,So langsam entwickelt sich das zu einem ernsthaften Fetisch. #Klimakleber https://t.co/xDeuGZ3NpS,0,0
2593,2022-12-14 11:52:33+00:00,1602994954305167360,https://twitter.com/WhyOhWhyreal/status/1602994954305167360,WhyOhWhyreal,Twitter Web App,Kanada,"@Dzienus Weil das viel Aufwand gegen die #LetzteGeneration ist?

Was kostet mehr

         ein neues Windrad
         einen ""Aktivisten"" wegzusperren?",0,0
2594,2022-12-14 11:51:52+00:00,1602994778777567232,https://twitter.com/nevetsarndt/status/1602994778777567232,nevetsarndt,Twitter Web App,"Berlin, Deutschland","@_le_phiL_ @polenz_r @stephanpalagan Wer die Straftäter (Hausfriedensbruch, Gefährlicher Eingriff in den Flugverkehr, Sachbeschädigung) von #LetzteGeneration auf die Klebeaktionen reduziert, relativiert deren vorbezeichnete Straftaten und deren Ignoranz gegenüber Demokratie und Rechtsstaat.",0,0
2595,2022-12-14 11:51:49+00:00,1602994769197924353,https://twitter.com/AbakusN/status/1602994769197924353,AbakusN,Twitter for iPhone,,Die Regierungspartei der #Gruenen ist der parlamentarische Arm einer (mutmaßlich) kriminellen Vereinigung! #Verfassungsfeinde #LetzteGeneration #letzteDegeneration #lastgeneration #GrueneSekte #Klimaterroristen #GruenerMist #GrueneNeinDanke https://t.co/JOfVLDncJV https://t.co/l229UXJ1so,1,0
2596,2022-12-14 11:51:20+00:00,1602994644463538176,https://twitter.com/thevibe_1/status/1602994644463538176,thevibe_1,Twitter Web App,,mein Humor #letzteDegeneration #LetzteGeneration https://t.co/Wak2qb7Ao2,0,0
2597,2022-12-14 11:50:40+00:00,1602994476779278338,https://twitter.com/300Turk/status/1602994476779278338,300Turk,Twitter for Android,,"Hiç kimse bize “bunlar bizim dinimizi koruyor” demesin!
👉@huseyinbas_BTP #hüseyinbaş

#KamuMühendisleri #BiyologYasasıNerede #LetzteGeneration  #BakanÖzerAtamaNerede #TseincelemeElemanı #AralıkSonuŞartsızEYT Philippe #Kernfusion #Siyaset #salı #SonDakika
https://t.co/u7pjfByvCB",1,0
2598,2022-12-14 11:50:32+00:00,1602994445137645568,https://twitter.com/stinxlinx/status/1602994445137645568,stinxlinx,Twitter for Android,BRD (DDR 2.0),"@ardenthistorian Einen ""hart rechten Kurs"" bei der von Merkel nach links gerückten CDU sieht natürlich nur jemand mit offen linkslügender und grünhetzender Agenda. 🤷👋🖕

#LetzteGeneration #LetzteDegeneration #Ökoterroristen #ÖkoRAF #GrüneRAF 
#Reichsbürger #Reisbürger #Staatsstreich #Putsch https://t.co/N893DEz5ao",1,0
2599,2022-12-14 11:49:27+00:00,1602994170423087106,https://twitter.com/Matthias_Franki/status/1602994170423087106,Matthias_Franki,Twitter for Android,,"Sind sie kriminell?
 - Ja.

Sind sie heldenhaft?
- Ja!! 

#LetzteGeneration",1,0
2600,2022-12-14 11:48:27+00:00,1602993918496608257,https://twitter.com/lefthand_69/status/1602993918496608257,lefthand_69,Twitter for iPhone,Germany 🇩🇪 / 🇫🇷,"@PaulineBruenger @AufstandLastGen Was genau hat die #LetzteGeneration @AufstandLastGen mit ihren Aktionen für die Sache erreicht? 
Nothing. Plainly Nothing. 

Anyway, Aufmerksamkeit erhaschen, und hirnlose Straftaten ausführen; das könnt ihr. 

#letzteDegeneration",2,0
2601,2022-12-14 11:46:07+00:00,1602993333692940290,https://twitter.com/Erinnerung17/status/1602993333692940290,Erinnerung17,Twitter Web App,,"@focusonline Die Pharma-Industrie empfiehlt....
#Hämorridensalbe für die #LetzteGeneration https://t.co/jceaLCOmUg",1,0
2602,2022-12-14 11:45:57+00:00,1602993290072276992,https://twitter.com/andreeboehling/status/1602993290072276992,andreeboehling,Twitter for iPhone,"Berlin, Deutschland","‚Zuerst ignorieren sie dich, dann lachen sie über dich, dann bekämpfen sie dich und dann gewinnst du. (N.Klein &amp; M.Gandhi) @AufstandLastGen #lastgeneration #Hausdurchsuchung",1,0
2603,2022-12-14 11:45:38+00:00,1602993210930102272,https://twitter.com/SoWhat38004606/status/1602993210930102272,SoWhat38004606,Twitter for iPhone,Deutschland,"@Jim_Beau_27 @AufstandLastGen Ehrlich gesagt ich würde es ihm wünschen, selber Schuld wer so dämlich ist. Dummheit muss halt weh tun. #Klimakleber #Klimawahn #Klimaterroristen #Klimakatastrophe",1,0
2604,2022-12-14 11:44:35+00:00,1602992947053662210,https://twitter.com/siegervonwien/status/1602992947053662210,siegervonwien,Twitter Web App,Deutschland,"Jetzt, wo es sogar bei uns in Würzburg schneit: Wie dämlich muss sich die #LetzteGeneration vorkommen, wenn man im Schnee und bei negativen Temperaturen gegen die Erderwärmung ""demonstriert""?",58,7
2605,2022-12-14 11:43:43+00:00,1602992727997792256,https://twitter.com/museums4future/status/1602992727997792256,museums4future,Twitter Web App,Worldwide,"We are dissapointed by the German Government breaking its own commitments, contracts and laws to take meaningful climate action, to put promises into reality, to make rational decisions based on scientific knowledge and to keep us save from climate disaster. #LetzteGeneration https://t.co/YPfC9jXSho",1,0
